municipality,neighbourhood,origin,inhabitants
Amsterdam,Osdorp-Midden,Vietnam,15
Amsterdam,Osdorp-Midden,Voorm. Tsjecho-Slowakije,17
Amsterdam,Osdorp-Midden,Voormalig Joegoslavië,137
Amsterdam,Osdorp-Midden,Voormalig Sovjet-Unie,183
Amsterdam,Osdorp-Midden,Zambia,4
Amsterdam,Osdorp-Midden,Zimbabwe,2
Amsterdam,Osdorp-Midden,Zuid-Afrika,12
Amsterdam,Osdorp-Midden,Zuid-Korea,7
Amsterdam,Osdorp-Midden,Zweden,10
Amsterdam,Osdorp-Midden,Zwitserland,6
Amsterdam,Osdorp-Oost,Afghanistan,73
Amsterdam,Osdorp-Oost,Albanië,16
Amsterdam,Osdorp-Oost,Algerije,24
Amsterdam,Osdorp-Oost,Angola,9
Amsterdam,Osdorp-Oost,Argentinië,13
Amsterdam,Osdorp-Oost,Australië,14
Amsterdam,Osdorp-Oost,Bahama's,1
Amsterdam,Osdorp-Oost,Bahrein,1
Amsterdam,Osdorp-Oost,België,66
Amsterdam,Osdorp-Oost,Benin,4
Amsterdam,Osdorp-Oost,Brazilië,55
Amsterdam,Osdorp-Oost,Bulgarije,323
Amsterdam,Osdorp-Oost,Burundi,1
Amsterdam,Osdorp-Oost,Cambodja,1
Amsterdam,Osdorp-Oost,Canada,16
Amsterdam,Osdorp-Oost,Chili,13
Amsterdam,Osdorp-Oost,China,134
Amsterdam,Osdorp-Oost,Colombia,57
Amsterdam,Osdorp-Oost,Congo,3
Amsterdam,Osdorp-Oost,Congo (DR),5
Amsterdam,Osdorp-Oost,Cookeilanden,1
Amsterdam,Osdorp-Oost,Cuba,1
Amsterdam,Osdorp-Oost,Cyprus,2
Amsterdam,Osdorp-Oost,Denemarken,8
Amsterdam,Osdorp-Oost,Dominicaanse Republiek,42
Amsterdam,Osdorp-Oost,Duitsland,288
Amsterdam,Osdorp-Oost,Ecuador,13
Amsterdam,Osdorp-Oost,Egypte,102
Amsterdam,Osdorp-Oost,Eritrea,17
Amsterdam,Osdorp-Oost,Ethiopië,61
Amsterdam,Osdorp-Oost,Filippijnen,62
Amsterdam,Osdorp-Oost,Finland,9
Amsterdam,Osdorp-Oost,Frankrijk,60
Amsterdam,Osdorp-Oost,Gabon,1
Amsterdam,Osdorp-Oost,Gambia,1
Amsterdam,Osdorp-Oost,Ghana,74
Amsterdam,Osdorp-Oost,Griekenland,36
Amsterdam,Osdorp-Oost,Guadeloupe,2
Amsterdam,Osdorp-Oost,Guinee,15
Amsterdam,Osdorp-Oost,Guyana,15
Amsterdam,Osdorp-Oost,Haïti,1
Amsterdam,Osdorp-Oost,Honduras,1
Amsterdam,Osdorp-Oost,Hongarije,38
Amsterdam,Osdorp-Oost,Hongkong,47
Amsterdam,Osdorp-Oost,Ierland,21
Amsterdam,Osdorp-Oost,India,136
Amsterdam,Osdorp-Oost,Indonesië,541
Amsterdam,Osdorp-Oost,Irak,71
Amsterdam,Osdorp-Oost,Iran,89
Amsterdam,Osdorp-Oost,Israël,7
Amsterdam,Osdorp-Oost,Italië,119
Amsterdam,Osdorp-Oost,Ivoorkust,5
Amsterdam,Osdorp-Oost,Japan,10
Amsterdam,Osdorp-Oost,Jemen,1
Amsterdam,Osdorp-Oost,Jordanië,13
Amsterdam,Osdorp-Oost,Kaapverdië,11
Amsterdam,Osdorp-Oost,Kameroen,8
Amsterdam,Osdorp-Oost,Kenia,4
Amsterdam,Osdorp-Oost,Libanon,15
Amsterdam,Osdorp-Oost,Liberia,2
Amsterdam,Osdorp-Oost,Luxemburg,2
Amsterdam,Osdorp-Oost,Macau,2
Amsterdam,Osdorp-Oost,Malawi,1
Amsterdam,Osdorp-Oost,Maleisië,7
Amsterdam,Osdorp-Oost,Malta,2
Amsterdam,Osdorp-Oost,Marokko,3339
Amsterdam,Osdorp-Oost,Mauritius,3
Amsterdam,Osdorp-Oost,Mexico,8
Amsterdam,Osdorp-Oost,Monaco,2
Amsterdam,Osdorp-Oost,Mongolië,2
Amsterdam,Osdorp-Oost,Mozambique,1
Amsterdam,Osdorp-Oost,Myanmar,7
Amsterdam,Osdorp-Oost,Ned. Antillen + Aruba,162
Amsterdam,Osdorp-Oost,Nederland,5931
Amsterdam,Osdorp-Oost,Nepal,14
Amsterdam,Osdorp-Oost,Nieuw-Zeeland,4
Amsterdam,Osdorp-Oost,Nigeria,23
Amsterdam,Osdorp-Oost,Noorwegen,5
Amsterdam,Osdorp-Oost,Oman,1
Amsterdam,Osdorp-Oost,Oostenrijk,16
Amsterdam,Osdorp-Oost,Pakistan,85
Amsterdam,Osdorp-Oost,Panama,1
Amsterdam,Osdorp-Oost,Papoea-Nieuw-Guinea,1
Amsterdam,Osdorp-Oost,Peru,12
Amsterdam,Osdorp-Oost,Polen,88
Amsterdam,Osdorp-Oost,Portugal,63
Amsterdam,Osdorp-Oost,Roemenië,78
Amsterdam,Osdorp-Oost,Rwanda,3
Amsterdam,Osdorp-Oost,Sao Tomé en Principe,3
Amsterdam,Osdorp-Oost,Saoedi-Arabië,5
Amsterdam,Osdorp-Oost,Senegal,10
Amsterdam,Osdorp-Oost,Sierra Leone,7
Amsterdam,Osdorp-Oost,Singapore,5
Amsterdam,Osdorp-Oost,Soedan,26
Amsterdam,Osdorp-Oost,Somalië,51
Amsterdam,Osdorp-Oost,Spanje,81
Amsterdam,Osdorp-Oost,Sri Lanka,2
Amsterdam,Osdorp-Oost,Suriname,1088
Amsterdam,Osdorp-Oost,Syrië,105
Amsterdam,Osdorp-Oost,Taiwan,9
Amsterdam,Osdorp-Oost,Thailand,20
Amsterdam,Osdorp-Oost,Togo,4
Amsterdam,Osdorp-Oost,Tunesië,36
Amsterdam,Osdorp-Oost,Turkije,1666
Amsterdam,Osdorp-Oost,Uganda,4
Amsterdam,Osdorp-Oost,Venezuela,14
Amsterdam,Osdorp-Oost,Ver. Arabische Emiraten,9
Amsterdam,Osdorp-Oost,Ver. Staten v. Amerika,46
Amsterdam,Osdorp-Oost,Verenigd Koninkrijk,102
Amsterdam,Osdorp-Oost,Vietnam,15
Amsterdam,Osdorp-Oost,Voorm. Tsjecho-Slowakije,32
Amsterdam,Osdorp-Oost,Voormalig Joegoslavië,129
Amsterdam,Osdorp-Oost,Voormalig Sovjet-Unie,133
Amsterdam,Osdorp-Oost,Zambia,3
Amsterdam,Osdorp-Oost,Zimbabwe,3
Amsterdam,Osdorp-Oost,Zuid-Afrika,22
Amsterdam,Osdorp-Oost,Zuid-Korea,6
Amsterdam,Osdorp-Oost,Zweden,14
Amsterdam,Osdorp-Oost,Zwitserland,9
Amsterdam,Oude Pijp,Afghanistan,21
Amsterdam,Oude Pijp,Albanië,4
Amsterdam,Oude Pijp,Algerije,12
Amsterdam,Oude Pijp,Andorra,1
Amsterdam,Oude Pijp,Angola,12
Amsterdam,Oude Pijp,Antigua en Barbuda,1
Amsterdam,Oude Pijp,Argentinië,41
Amsterdam,Oude Pijp,Australië,99
Amsterdam,Oude Pijp,Bahrein,5
Amsterdam,Oude Pijp,Bangladesh,7
Amsterdam,Oude Pijp,België,127
Amsterdam,Oude Pijp,Benin,2
Amsterdam,Oude Pijp,Bhutan,2
Amsterdam,Oude Pijp,Bolivia,8
Amsterdam,Oude Pijp,Brazilië,110
Amsterdam,Oude Pijp,Brunei,1
Amsterdam,Oude Pijp,Bulgarije,38
Amsterdam,Oude Pijp,Burkina Faso,1
Amsterdam,Oude Pijp,Cambodja,2
Amsterdam,Oude Pijp,Canada,80
Amsterdam,Oude Pijp,Chili,26
Amsterdam,Oude Pijp,China,118
Amsterdam,Oude Pijp,Colombia,43
Amsterdam,Oude Pijp,Congo,3
Amsterdam,Oude Pijp,Congo (DR),3
Amsterdam,Oude Pijp,Costa Rica,1
Amsterdam,Oude Pijp,Cuba,10
Amsterdam,Oude Pijp,Cyprus,8
Amsterdam,Oude Pijp,Denemarken,41
Amsterdam,Oude Pijp,Dominicaanse Republiek,16
Amsterdam,Oude Pijp,Duitsland,365
Amsterdam,Oude Pijp,Ecuador,9
Amsterdam,Oude Pijp,Egypte,51
Amsterdam,Oude Pijp,El Salvador,7
Amsterdam,Oude Pijp,Eritrea,8
Amsterdam,Oude Pijp,Ethiopië,23
Amsterdam,Oude Pijp,Filippijnen,16
Amsterdam,Oude Pijp,Finland,21
Amsterdam,Oude Pijp,Frankrijk,292
Amsterdam,Oude Pijp,Gambia,8
Amsterdam,Oude Pijp,Ghana,21
Amsterdam,Oude Pijp,Griekenland,71
Amsterdam,Oude Pijp,Guatemala,4
Amsterdam,Oude Pijp,Guinee,2
Amsterdam,Oude Pijp,Guyana,10
Amsterdam,Oude Pijp,Honduras,1
Amsterdam,Oude Pijp,Hongarije,43
Amsterdam,Oude Pijp,Hongkong,51
Amsterdam,Oude Pijp,Ierland,49
Amsterdam,Oude Pijp,IJsland,1
Amsterdam,Oude Pijp,India,80
Amsterdam,Oude Pijp,Indonesië,509
Amsterdam,Oude Pijp,Irak,36
Amsterdam,Oude Pijp,Iran,66
Amsterdam,Oude Pijp,Israël,92
Amsterdam,Oude Pijp,Italië,235
Amsterdam,Oude Pijp,Ivoorkust,7
Amsterdam,Oude Pijp,Jamaica,5
Amsterdam,Oude Pijp,Japan,34
Amsterdam,Oude Pijp,Jemen,1
Amsterdam,Oude Pijp,Jordanië,4
Amsterdam,Oude Pijp,Kaapverdië,4
Amsterdam,Oude Pijp,Kameroen,8
Amsterdam,Oude Pijp,Kanaaleilanden,2
Amsterdam,Oude Pijp,Kenia,5
Amsterdam,Oude Pijp,Koeweit,2
Amsterdam,Oude Pijp,Libanon,21
Amsterdam,Oude Pijp,Liberia,3
Amsterdam,Oude Pijp,Libië,4
Amsterdam,Oude Pijp,Luxemburg,10
Amsterdam,Oude Pijp,Malawi,5
Amsterdam,Oude Pijp,Maleisië,18
Amsterdam,Oude Pijp,Marokko,399
Amsterdam,Oude Pijp,Martinique,1
Amsterdam,Oude Pijp,Mauritius,5
Amsterdam,Oude Pijp,Mexico,21
Amsterdam,Oude Pijp,Monaco,5
Amsterdam,Oude Pijp,Mozambique,4
Amsterdam,Oude Pijp,Myanmar,6
Amsterdam,Oude Pijp,Ned. Antillen + Aruba,129
Amsterdam,Oude Pijp,Nederland,8270
Amsterdam,Oude Pijp,Nepal,10
Amsterdam,Oude Pijp,Nieuw-Zeeland,40
Amsterdam,Oude Pijp,Niger,1
Amsterdam,Oude Pijp,Nigeria,10
Amsterdam,Oude Pijp,Noord-Korea,1
Amsterdam,Oude Pijp,Noorwegen,23
Amsterdam,Oude Pijp,Oman,2
Amsterdam,Oude Pijp,Oostenrijk,29
Amsterdam,Oude Pijp,Pakistan,52
Amsterdam,Oude Pijp,Panama,2
Amsterdam,Oude Pijp,Paraguay,2
Amsterdam,Oude Pijp,Peru,15
Amsterdam,Oude Pijp,Polen,93
Amsterdam,Oude Pijp,Portugal,83
Amsterdam,Oude Pijp,Puerto Rico,1
Amsterdam,Oude Pijp,Roemenië,59
Amsterdam,Oude Pijp,Saoedi-Arabië,5
Amsterdam,Oude Pijp,Senegal,7
Amsterdam,Oude Pijp,Sierra Leone,4
Amsterdam,Oude Pijp,Singapore,12
Amsterdam,Oude Pijp,Soedan,29
Amsterdam,Oude Pijp,Somalië,19
Amsterdam,Oude Pijp,Spanje,134
Amsterdam,Oude Pijp,Sri Lanka,8
Amsterdam,Oude Pijp,Suriname,469
